Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Year,Month,Day,dow
0.0,1.0,3.0,-0.8829174660070536,-0.12066382708731058,0.0,-0.4067735777920399,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2652600212837734,0.4455100418748592,0.0,-1.1348643962751914
2.0,0.0,1.0,-1.0895406144571558,-0.05042120487637338,1.0,2.4583700972613354,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,0.16450641832456311,0.0,-1.1348643962751914
0.0,0.0,3.0,-0.7599274966915165,-1.5255162713060544,0.0,-0.4067735777920399,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3115534476085149,1.5695245360760435,0.0,1.3559463240843466
2.0,0.0,0.0,-1.2371285776358003,-0.20321701195377284,0.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,-0.397500828776029,0.0,-0.13854010813137618
1.0,1.0,3.0,-0.41063598383539135,0.3616205687114953,0.0,-0.4067735777920399,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.25788669187859736,-0.11649720522573294,0.0,-0.6367022522032838
1.0,1.0,3.0,0.6126405608698768,0.9329755060767473,1.0,-0.4067735777920399,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.7810334050409682,-0.11649720522573294,0.0,-1.633026540347099
2.0,0.0,3.0,-1.2838647659757043,-0.35890942200894294,1.0,-0.4067735777920399,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,1.2885209125257473,0.0,0.857784180012439
1.0,1.0,2.0,1.1882336172665902,0.9221132449101075,1.0,2.4583700972613354,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.25788669187859736,-1.2405116994269172,0.0,-1.633026540347099
0.0,1.0,1.0,-0.13267865318227762,-0.8484353252521752,1.0,-0.4067735777920399,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.3115534476085149,-0.397500828776029,0.0,-0.6367022522032838
2.0,1.0,0.0,-1.0452642255035625,0.027787075523432975,1.0,-0.4067735777920399,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,-0.397500828776029,0.0,-0.13854010813137618
1.0,0.0,2.0,-1.2051511856137607,-0.11776722410953996,1.0,-0.4067735777920399,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,-0.9595080758766211,0.0,0.857784180012439
2.0,1.0,0.0,1.8450000534115578,1.7201273652859095,0.0,2.4583700972613354,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
0.0,1.0,3.0,-1.2789451672030827,-1.4502045938840187,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.11649720522573294,0.0,0.857784180012439
2.0,1.0,2.0,1.0923014412004712,0.2225836257785062,0.0,2.4583700972613354,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7884067344461442,-1.2405116994269172,0.0,-0.13854010813137618
0.0,1.0,2.0,0.762688323434832,0.20447985716743994,1.0,-0.4067735777920399,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.7884067344461442,-1.2405116994269172,0.0,-0.13854010813137618
0.0,0.0,0.0,0.6446179528919165,0.06399461274556555,1.0,2.4583700972613354,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7884067344461442,-0.397500828776029,0.0,-1.1348643962751914
0.0,1.0,2.0,-0.29256561329247577,-1.004851886051788,0.0,2.4583700972613354,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.3115534476085149,0.16450641832456311,0.0,-1.633026540347099
1.0,1.0,2.0,0.6618365485960916,0.9887351133988315,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7810334050409682,-0.397500828776029,0.0,0.3596220359405314
1.0,0.0,2.0,-1.219909981931625,-1.532757778750481,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,0.7265136654251553,0.0,1.3559463240843466
0.0,1.0,2.0,1.5276859325774723,0.10382290368991137,0.0,-0.4067735777920399,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7884067344461442,-0.11649720522573294,0.0,0.3596220359405314
0.0,0.0,3.0,-0.6074199347402506,-0.5631199319417706,1.0,-0.4067735777920399,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7884067344461442,0.4455100418748592,0.0,-0.6367022522032838
1.0,1.0,2.0,0.34698222714831684,0.9098026822545825,0.0,-0.4067735777920399,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.7810334050409682,-0.9595080758766211,0.0,1.3559463240843466
2.0,1.0,1.0,1.5178467350322293,1.5702281611862805,1.0,-0.4067735777920399,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.304180118203339,-0.397500828776029,0.0,-0.13854010813137618
1.0,1.0,1.0,1.2817059939463984,1.4623297002643256,1.0,-0.4067735777920399,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.304180118203339,0.16450641832456311,0.0,-1.1348643962751914
1.0,1.0,2.0,1.7121708865507779,1.4833300718531623,0.0,-0.4067735777920399,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,1.5695245360760435,0.0,-1.633026540347099
1.0,1.0,3.0,-1.2715657690441506,-1.3075468972288162,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884067344461442,1.2885209125257473,0.0,-0.13854010813137618
2.0,0.0,0.0,0.364200822852492,1.2052561859871842,0.0,-0.4067735777920399,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
0.0,1.0,2.0,-0.05888467159295541,0.11034026038989524,1.0,2.4583700972613354,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2652600212837734,1.2885209125257473,0.0,-0.6367022522032838
1.0,0.0,3.0,0.29286664064948054,0.9344238075656326,1.0,-0.4067735777920399,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.7810334050409682,-1.2405116994269172,0.0,1.3559463240843466
1.0,0.0,2.0,1.2521884013106694,1.0705641475208512,0.0,-0.4067735777920399,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.7810334050409682,1.0075172889754513,0.0,-0.13854010813137618
2.0,0.0,3.0,-1.26910596965784,-1.2706152092622411,0.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-1.5215153229772131,0.0,-1.1348643962751914
0.0,0.0,2.0,-1.0944602132297772,-1.2032691900290746,1.0,-0.4067735777920399,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-1.2405116994269172,0.0,0.3596220359405314
2.0,1.0,1.0,0.21169326090122606,1.137186016009575,1.0,-0.4067735777920399,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.304180118203339,-0.9595080758766211,0.0,0.857784180012439
2.0,0.0,2.0,0.819263709319979,1.442777630164374,1.0,-0.4067735777920399,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-0.9595080758766211,0.0,0.857784180012439
0.0,1.0,0.0,-0.1966334372263569,0.8605604316324822,0.0,-0.4067735777920399,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.304180118203339,0.4455100418748592,0.0,0.3596220359405314
2.0,0.0,1.0,-1.0551034230488054,0.09368479326771426,0.0,-0.4067735777920399,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,-0.11649720522573294,0.0,1.3559463240843466
0.0,1.0,3.0,-0.9911486390047262,-1.2076140944957303,0.0,-0.4067735777920399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,0.16450641832456311,0.0,-1.633026540347099
2.0,0.0,3.0,-1.219909981931625,-0.25245926257587314,1.0,-0.4067735777920399,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.304180118203339,0.4455100418748592,0.0,0.3596220359405314
0.0,0.0,1.0,1.2521884013106694,0.5875556009776025,0.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2652600212837734,-1.5215153229772131,0.0,1.3559463240843466
2.0,1.0,0.0,1.8646784485020438,1.5832628745862483,0.0,-0.4067735777920399,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,1.0075172889754513,0.0,-0.6367022522032838
0.0,1.0,2.0,-1.030505429185698,-1.1330265678181373,1.0,-0.4067735777920399,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884067344461442,1.2885209125257473,0.0,-0.13854010813137618
2.0,0.0,3.0,0.5585249743710405,0.38913829700031605,0.0,-0.4067735777920399,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2652600212837734,-0.6785044523263251,0.0,0.857784180012439
0.0,1.0,0.0,0.014909309996366815,0.18203118408971775,1.0,-0.4067735777920399,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2652600212837734,0.16450641832456311,0.0,0.857784180012439
0.0,1.0,1.0,1.463731148533393,1.0068388820098977,0.0,-0.4067735777920399,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.25788669187859736,-1.2405116994269172,0.0,-1.633026540347099
0.0,1.0,2.0,0.1575776744023898,-0.9367817160741788,0.0,-0.4067735777920399,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.3115534476085149,0.16450641832456311,0.0,-1.633026540347099
1.0,1.0,3.0,-0.48934956419733505,0.5926246561887011,1.0,-0.4067735777920399,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7810334050409682,-1.2405116994269172,0.0,1.3559463240843466
0.0,1.0,2.0,0.5462259774394869,0.6882125544551311,0.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.25788669187859736,-1.5215153229772131,0.0,0.3596220359405314
2.0,0.0,3.0,-1.259266772112597,-0.44001430538651987,1.0,-0.4067735777920399,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7810334050409682,-1.5215153229772131,0.0,-0.13854010813137618
0.0,0.0,2.0,0.829102906865222,-1.549413245872662,0.0,-0.4067735777920399,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3115534476085149,1.5695245360760435,0.0,1.3559463240843466
2.0,0.0,1.0,1.6432965037340772,1.648436441586087,1.0,-0.4067735777920399,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-0.9595080758766211,0.0,0.857784180012439
0.0,0.0,3.0,-1.2248295807042464,-1.2843740734066516,1.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-1.2405116994269172,0.0,0.3596220359405314
0.0,1.0,2.0,0.6692159467550238,-0.7926757179300912,0.0,2.4583700972613354,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.3115534476085149,-0.11649720522573294,0.0,0.857784180012439
0.0,0.0,2.0,0.19201486581074015,-1.4523770461173466,1.0,-0.4067735777920399,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3115534476085149,1.2885209125257473,0.0,0.3596220359405314
0.0,1.0,2.0,1.2349698056064942,0.10309875294546873,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7884067344461442,-0.11649720522573294,0.0,0.3596220359405314
0.0,1.0,1.0,1.7810452693674788,1.691885486252646,1.0,2.4583700972613354,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
0.0,1.0,3.0,-1.2912441641346366,-1.6312422799946815,1.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,1.2885209125257473,0.0,0.3596220359405314
0.0,1.0,1.0,0.7676079222074534,-0.8672632446076842,1.0,-0.4067735777920399,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.3115534476085149,-0.11649720522573294,0.0,0.857784180012439
0.0,0.0,0.0,0.1403590786982146,-0.44797996357538905,0.0,-0.4067735777920399,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7884067344461442,1.2885209125257473,0.0,-0.13854010813137618
2.0,0.0,3.0,-1.1215180064791954,-0.4660837321864553,1.0,-0.4067735777920399,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25788669187859736,-0.397500828776029,0.0,1.3559463240843466
2.0,1.0,0.0,1.6629748988245632,1.6723334161526944,1.0,2.4583700972613354,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
1.0,0.0,1.0,-0.22615102986208577,0.7012472678550988,1.0,-0.4067735777920399,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.7810334050409682,-0.9595080758766211,0.0,1.3559463240843466
0.0,0.0,3.0,-1.0255858304130765,-0.6174312377749694,0.0,-0.4067735777920399,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2652600212837734,-1.5215153229772131,0.0,1.3559463240843466
0.0,1.0,1.0,-1.2445079757947324,-1.3509959418953754,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.6785044523263251,0.0,-1.633026540347099
1.0,0.0,3.0,-1.2715657690441506,-1.3343404747731944,1.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.6785044523263251,0.0,-1.633026540347099
1.0,0.0,3.0,-1.2420481764084217,-1.5588272055504164,1.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,0.7265136654251553,0.0,1.3559463240843466
2.0,0.0,1.0,-1.256806972726286,-0.8564009834410444,0.0,-0.4067735777920399,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2652600212837734,-0.397500828776029,0.0,-1.633026540347099
0.0,1.0,1.0,-1.2248295807042464,-1.4292042222951817,1.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,-0.11649720522573294,0.0,0.857784180012439
2.0,1.0,1.0,-0.4745907678794706,0.6389703038330308,1.0,-0.4067735777920399,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.304180118203339,1.5695245360760435,0.0,-1.633026540347099
2.0,1.0,1.0,1.881897044206219,1.7237481190081227,1.0,2.4583700972613354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.304180118203339,-1.2405116994269172,0.0,0.857784180012439
0.0,1.0,2.0,1.2595677994696017,0.5455548577999287,0.0,-0.4067735777920399,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2652600212837734,-0.6785044523263251,0.0,0.857784180012439
2.0,1.0,1.0,1.2202110092886298,0.7794555482549052,1.0,-0.4067735777920399,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.25788669187859736,0.7265136654251553,0.0,-0.13854010813137618
0.0,1.0,0.0,0.5167083848037579,0.35220660903374085,0.0,-0.4067735777920399,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2652600212837734,0.16450641832456311,0.0,0.857784180012439
0.0,1.0,2.0,0.37649981978404573,-1.3082710479732589,0.0,-0.4067735777920399,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3115534476085149,1.2885209125257473,0.0,0.3596220359405314
2.0,1.0,1.0,0.45521340014598943,1.1465999756873295,0.0,-0.4067735777920399,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.304180118203339,-0.397500828776029,0.0,-0.13854010813137618
0.0,1.0,2.0,0.5855827676204587,0.7338340513550181,0.0,-0.4067735777920399,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.25788669187859736,-1.2405116994269172,0.0,-1.633026540347099
0.0,1.0,1.0,-1.2125305837726927,-1.563896260761515,1.0,-0.4067735777920399,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115534476085149,1.0075172889754513,0.0,-1.1348643962751914
